% surf1x	surf1y	T (K)
-16.11734694	0.185185185	313.9710582
-16.0255102	0.185185185	314.0362226
-15.93367347	0.185185185	314.1013869
-15.84183673	0.185185185	314.1665513
-15.75	0.185185185	314.2429504
-15.65816327	0.185185185	314.3265813
-15.56632653	0.185185185	314.4135328
-15.4744898	0.185185185	314.5164208
-15.38265306	0.185185185	314.6193087
-15.29081633	0.185185185	314.7221967
-15.19897959	0.185185185	314.8250846
-15.10714286	0.185185185	314.9279726
-15.01530612	0.185185185	315.0308605
-14.92346939	0.185185185	315.1337485
-14.83163265	0.185185185	315.2366364
-14.73979592	0.185185185	315.3395244
-14.64795918	0.185185185	315.4424123
-14.55612245	0.185185185	315.5453003
-14.46428571	0.185185185	315.6485592
-14.37244898	0.185185185	315.7704207
-14.28061224	0.185185185	315.8922821
-14.18877551	0.185185185	316.0196483
-14.09693878	0.185185185	316.151679
-14.00510204	0.185185185	316.2837098
-13.91326531	0.185185185	316.4157406
-13.82142857	0.185185185	316.5477713
-13.72959184	0.185185185	316.6798021
-13.6377551	0.185185185	316.8118329
-13.54591837	0.185185185	316.9438637
-13.45408163	0.185185185	317.0758944
-13.3622449	0.185185185	317.2079252
-13.27040816	0.185185185	317.339956
-13.17857143	0.185185185	317.4719867
-13.08673469	0.185185185	317.6040175
-12.99489796	0.185185185	317.7360483
-12.90306122	0.185185185	317.874272
-12.81122449	0.185185185	318.0264992
-12.71938776	0.185185185	318.1787263
-12.62755102	0.185185185	318.3185757
-12.53571429	0.185185185	318.4576794
-12.44387755	0.185185185	318.596783
-12.35204082	0.185185185	318.7358867
-12.26020408	0.185185185	318.8749904
-12.16836735	0.185185185	319.014094
-12.07653061	0.185185185	319.1531977
-11.98469388	0.185185185	319.2923014
-11.89285714	0.185185185	319.4314051
-11.80102041	0.185185185	319.5705087
-11.70918367	0.185185185	319.7096124
-11.61734694	0.185185185	319.8487161
-11.5255102	0.185185185	319.9878197
-11.43367347	0.185185185	320.1269234
-11.34183673	0.185185185	320.2660271
-11.25	0.185185185	320.4156466
-11.15816327	0.185185185	320.5699845
-11.06632653	0.185185185	320.7046287
-10.9744898	0.185185185	320.7980827
-10.88265306	0.185185185	320.8915367
-10.79081633	0.185185185	320.9849906
-10.69897959	0.185185185	321.0784446
-10.60714286	0.185185185	321.1718986
-10.51530612	0.185185185	321.2653526
-10.42346939	0.185185185	321.3588065
-10.33163265	0.185185185	321.4522605
-10.23979592	0.185185185	321.5457145
-10.14795918	0.185185185	321.6391685
-10.05612245	0.185185185	321.7326224
-9.964285714	0.185185185	321.8260764
-9.87244898	0.185185185	321.9195304
-9.780612245	0.185185185	322.0129844
-9.68877551	0.185185185	322.0930934
-9.596938776	0.185185185	322.1680243
-9.505102041	0.185185185	322.2073099
-9.413265306	0.185185185	322.2018549
-9.321428571	0.185185185	322.1964
-9.229591837	0.185185185	322.190945
-9.137755102	0.185185185	322.18549
-9.045918367	0.185185185	322.1800351
